0	YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?
0	Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?
1	@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.
1	Thank you #twitter for not giving me the 10 tweets that have been tweeted at me in the past 3 days! Lol #blameitontheiphone #ineedtoupdate
1	@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em
0	In terms of unified communications giants, really surprised to see how underrated #Microsoft is
0	@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
1	ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman
0	@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI
0	@apple iphone 4s arrival on Tuesday!! #iPhone4S
1	I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
0	@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! #laptop
1	Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment
0	Oops! Apparently @apple is some handle-squatter. Tweetbarassment.
0	I want Siri on my iPhone4 ! @apple
1	Watching podcast of Steve Jobs & Bill Gates at 07 D5. Gates sucks at tech predictions! All talk #Apple #Microsoft
0	@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?
1	RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
1	Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple
1	RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...
1	Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin
1	WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE
1	#twitter show my fuckin retweets bitch
0	@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
